PlayerID,Name,Country,Position,Club,Season,Salary
4871,Owen Williams,Colombia,Central Midfield,FC Porto,2023,7245306
4872,Arthur Rossi,France,Central Midfield,Paris Saint-Germain,2024,35016954
4873,Ben Silva,Argentina,Centre-Back,RB Leipzig,2022,18582619
4874,Leo Williams,Spain,Centre-Back,Paris Saint-Germain,2022,16303503
4875,Florian Bakker,Colombia,Goalkeeper,Man City,2022,26960269
4876,Javier Jones,England,Right-Back,RB Leipzig,2023,11047480
4877,Owen Costa,Brazil,Right Winger,Juventus FC,2024,13282796
4878,Hugo Dubois,France,Attacking Midfield,Ajax Amsterdam,2022,7954997
4879,Ben Garcia,Germany,Goalkeeper,AS Roma,2024,3663843
4880,Kai Schmidt,Argentina,Attacking Midfield,Sevilla FC,2024,18300217
4881,Arthur Bakker,Argentina,Attacking Midfield,Real Sociedad,2023,5374980
4882,Antonio Jones,Brazil,Centre-Back,FC Porto,2023,12009546
4883,Enzo Muller,Portugal,Central Midfield,Bayern Munich,2022,27557675
4884,Leo Jones,Portugal,Goalkeeper,Man United,2022,22521334
4885,Owen Dubois,Netherlands,Left-Back,Aston Villa,2023,4855541
4886,Arthur Muller,Colombia,Central Midfield,Everton FC,2024,2773000
4887,Florian Rossi,Portugal,Centre-Back,Sevilla FC,2024,14588129
4888,Antonio Rossi,Germany,Right Winger,SSC Napoli,2024,9703845
4889,Javier Silva,Brazil,Centre-Forward,Real Sociedad,2024,3681977
4890,Kai Santos,Portugal,Centre-Forward,Ajax Amsterdam,2022,13531571
4891,Florian Jones,England,Right-Back,Man United,2024,29088766
4892,Owen Muller,Argentina,Right Winger,Olympique Marseille,2022,2928909
4893,Kai Williams,Germany,Central Midfield,Atlético de Madrid,2022,18537889
4894,Florian Santos,Senegal,Right-Back,Arsenal FC,2023,19062365
4895,Enzo Muller,Germany,Attacking Midfield,Bayer 04 Leverkusen,2023,14452222
4896,Owen Brown,England,Left Winger,Ajax Amsterdam,2023,13467170
4897,Arthur Williams,England,Right Winger,Real Sociedad,2023,2894741
4898,Ben Schmidt,England,Attacking Midfield,Arsenal FC,2023,19992234
4899,Hugo Santos,Belgium,Left-Back,Bayern Munich,2024,23129355
4900,Ben Bakker,England,Central Midfield,Ajax Amsterdam,2024,3654602
4901,Mateo Garcia,Spain,Centre-Forward,SL Benfica,2022,4252243
4902,Leo Schmidt,Netherlands,Defensive Midfield,Liverpool FC,2024,24079786
4903,Diogo Bakker,Spain,Attacking Midfield,AS Roma,2022,2747294
4904,Ben Schmidt,Spain,Central Midfield,FC Porto,2023,9086360
4905,Hugo Silva,Spain,Central Midfield,SSC Napoli,2023,12252331
4906,Owen Brown,Spain,Centre-Forward,SSC Napoli,2024,10887543
4907,Javier Williams,Brazil,Right-Back,Crystal Palace,2023,5983712
4908,Leo Rossi,Brazil,Centre-Back,Inter Milan,2023,20144318
4909,Owen Silva,England,Attacking Midfield,Villarreal CF,2024,9880774
4910,Javier Muller,Spain,Left-Back,AS Roma,2023,12620656
4911,Antonio Schmidt,England,Defensive Midfield,SSC Napoli,2022,8593818
4912,Florian Santos,Spain,Left-Back,Sevilla FC,2022,6356503
4913,Enzo Dubois,Germany,Central Midfield,Arsenal FC,2022,28249065
4914,Owen Rossi,France,Defensive Midfield,Everton FC,2022,3912576
4915,Arthur Williams,England,Right Winger,FC Barcelona,2024,20165891
4916,Javier Costa,Netherlands,Attacking Midfield,AC Milan,2023,22257611
4917,Hugo Brown,Brazil,Goalkeeper,FC Porto,2023,7962610
4918,Sven Muller,Germany,Attacking Midfield,Liverpool FC,2022,45628095
4919,Arthur Bakker,England,Centre-Back,Leicester City,2022,3284818
4920,Hugo Fernandez,Brazil,Right-Back,Crystal Palace,2024,1529268
4921,Antonio Garcia,Germany,Right-Back,Paris Saint-Germain,2024,18636349
4922,Enzo Bakker,Spain,Right-Back,Borussia Dortmund,2024,14849475
4923,Florian Brown,Netherlands,Goalkeeper,Atlético de Madrid,2023,28850934
4924,Arthur Williams,Portugal,Left-Back,FC Porto,2023,3933089
4925,Liam Muller,Brazil,Left-Back,West Ham United,2024,7610012
4926,Hugo Rossi,Germany,Right-Back,RB Leipzig,2024,12118469
4927,Owen Brown,Netherlands,Right-Back,West Ham United,2023,6334897
4928,Javier Jones,England,Defensive Midfield,Tottenham Hotspur,2022,6441172
4929,Ben Jones,France,Left-Back,AS Roma,2023,10650898
4930,Hugo Santos,Spain,Centre-Back,FC Barcelona,2023,28818478
4931,Ben Silva,Nigeria,Right-Back,West Ham United,2024,5994340
4932,Kai Garcia,Italy,Centre-Back,Liverpool FC,2023,23314017
4933,Diogo Jones,Netherlands,Left-Back,Liverpool FC,2024,22601000
4934,Florian Brown,Germany,Right Winger,Leicester City,2023,7789083
4935,Leo Garcia,Colombia,Goalkeeper,Leicester City,2023,2886332
4936,Ben Santos,England,Defensive Midfield,Arsenal FC,2024,29073627
4937,Mateo Bakker,Germany,Right-Back,Sevilla FC,2023,19073460
4938,Owen Muller,Wales,Goalkeeper,Aston Villa,2022,2328812
4939,Antonio Fernandez,Germany,Centre-Forward,SL Benfica,2024,11984882
4940,Diogo Dubois,Netherlands,Centre-Forward,Man United,2023,60828230
4941,Sven Santos,England,Goalkeeper,Bayer 04 Leverkusen,2024,4376139
4942,Florian Bakker,Brazil,Central Midfield,Atlético de Madrid,2023,24051095
4943,Leo Rossi,Spain,Right-Back,FC Porto,2022,8360148
4944,Kai Williams,Portugal,Centre-Back,FC Barcelona,2023,23621311
4945,Liam Williams,Italy,Centre-Forward,Olympique Lyon,2023,5412236
4946,Antonio Schmidt,Germany,Defensive Midfield,Man City,2022,23512659
4947,Antonio Garcia,England,Right Winger,RB Leipzig,2023,16349104
4948,Owen Dubois,Belgium,Central Midfield,Aston Villa,2024,6340929
4949,Arthur Rossi,England,Right Winger,Tottenham Hotspur,2022,9801783
4950,Mateo Brown,Argentina,Right Winger,AS Roma,2024,6038539
4951,Antonio Bakker,Spain,Central Midfield,West Ham United,2024,11226751
4952,Liam Brown,Brazil,Right Winger,AS Roma,2024,12001508
4953,Florian Schmidt,Germany,Defensive Midfield,Liverpool FC,2024,37111079
4954,Mateo Fernandez,Belgium,Central Midfield,Leicester City,2022,4288643
4955,Arthur Garcia,France,Goalkeeper,Leicester City,2024,8422139
4956,Mateo Muller,Portugal,Right Winger,Bayern Munich,2024,43237385
4957,Antonio Muller,Argentina,Defensive Midfield,Sevilla FC,2024,18882391
4958,Leo Bakker,France,Left Winger,Real Sociedad,2024,3973743
4959,Liam Silva,Belgium,Left-Back,Villarreal CF,2024,1999765
4960,Leo Jones,Netherlands,Goalkeeper,AC Milan,2023,14202606
4961,Leo Muller,Brazil,Attacking Midfield,Leicester City,2024,3670686
4962,Arthur Muller,England,Left-Back,Leicester City,2024,6630085
4963,Arthur Muller,Germany,Left Winger,Man City,2023,34146346
4964,Sven Williams,Belgium,Left-Back,Ajax Amsterdam,2022,10613697
4965,Enzo Brown,France,Centre-Back,Liverpool FC,2024,36411716
4966,Owen Santos,France,Right Winger,Man City,2023,31727398
4967,Owen Garcia,Germany,Attacking Midfield,Atlético de Madrid,2022,15249042
4968,Javier Rossi,Brazil,Right-Back,West Ham United,2023,3976056
4969,Kai Costa,Brazil,Left-Back,Aston Villa,2024,8562907
4970,Antonio Muller,Germany,Right-Back,Inter Milan,2022,18714656
4971,Sven Muller,Germany,Right-Back,Man United,2024,17585524
4972,Owen Bakker,Germany,Left Winger,Arsenal FC,2022,20399902
4973,Arthur Silva,England,Attacking Midfield,Liverpool FC,2024,32953609
4974,Hugo Bakker,Wales,Central Midfield,Ajax Amsterdam,2024,11886578
4975,Owen Costa,Brazil,Left-Back,RB Leipzig,2022,17016165
4976,Antonio Costa,Argentina,Defensive Midfield,Arsenal FC,2022,22796815
4977,Ben Costa,Belgium,Right Winger,SL Benfica,2023,4167885
4978,Diogo Garcia,Portugal,Goalkeeper,Real Sociedad,2023,7669238
4979,Diogo Brown,Senegal,Goalkeeper,Paris Saint-Germain,2022,38474873
4980,Antonio Silva,Germany,Central Midfield,Crystal Palace,2022,2375917
4981,Hugo Williams,Brazil,Goalkeeper,Borussia Dortmund,2023,8446260
4982,Ben Fernandez,Germany,Right-Back,Aston Villa,2024,12510760
4983,Kai Rossi,Spain,Goalkeeper,FC Barcelona,2023,22889982
4984,Mateo Rossi,Portugal,Left Winger,Crystal Palace,2024,6697500
4985,Ben Santos,Brazil,Right Winger,RB Leipzig,2024,9823158
4986,Leo Bakker,Argentina,Centre-Back,Everton FC,2024,1847568
4987,Antonio Silva,England,Defensive Midfield,Juventus FC,2024,16254154
4988,Mateo Garcia,Germany,Centre-Forward,Bayer 04 Leverkusen,2022,8359651
4989,Florian Silva,Portugal,Left-Back,Bayer 04 Leverkusen,2022,8286340
4990,Arthur Muller,Italy,Attacking Midfield,AC Milan,2022,7520937
4991,Liam Dubois,Germany,Defensive Midfield,SL Benfica,2023,8909034
4992,Hugo Dubois,Argentina,Attacking Midfield,Real Sociedad,2024,6700263
4993,Mateo Jones,Wales,Central Midfield,Ajax Amsterdam,2023,6949849
4994,Owen Muller,Spain,Defensive Midfield,Bayer 04 Leverkusen,2023,10220766
4995,Ben Muller,Spain,Left-Back,Real Madrid,2022,26335220
4996,Mateo Rossi,England,Attacking Midfield,Villarreal CF,2023,5881090
4997,Enzo Silva,Argentina,Central Midfield,Crystal Palace,2022,4418631
4998,Mateo Dubois,Spain,Centre-Back,SL Benfica,2023,9264473
4999,Antonio Silva,Uruguay,Central Midfield,Aston Villa,2023,8967732
5000,Enzo Dubois,Italy,Left-Back,Juventus FC,2022,27300904
5001,Sven Dubois,France,Left Winger,Man United,2023,33167359
5002,Mateo Santos,Italy,Right-Back,AS Roma,2022,7614744
5003,Diogo Garcia,Portugal,Central Midfield,Chelsea FC,2022,25905638
5004,Hugo Muller,Colombia,Centre-Forward,Man City,2024,49558485
5005,Javier Williams,Spain,Defensive Midfield,Ajax Amsterdam,2023,3506988
5006,Owen Jones,Portugal,Right-Back,Man United,2024,30269616
5007,Liam Bakker,Netherlands,Centre-Back,Olympique Marseille,2022,3494856
5008,Arthur Santos,France,Attacking Midfield,Bayern Munich,2022,42616519
5009,Ben Santos,Italy,Centre-Back,SSC Napoli,2024,18431480
5010,Arthur Williams,Argentina,Goalkeeper,Juventus FC,2022,20008976
5011,Kai Garcia,Germany,Right Winger,SSC Napoli,2023,15583387
5012,Leo Garcia,Brazil,Left Winger,Bayern Munich,2024,63508729
5013,Florian Schmidt,Argentina,Left-Back,Juventus FC,2022,15903539
5014,Kai Williams,Germany,Central Midfield,Olympique Lyon,2023,4080670
5015,Diogo Costa,Brazil,Attacking Midfield,SL Benfica,2024,6684728
5016,Enzo Fernandez,France,Attacking Midfield,Everton FC,2022,2389808
5017,Florian Costa,Germany,Central Midfield,Arsenal FC,2024,16931641
5018,Antonio Garcia,France,Defensive Midfield,Ajax Amsterdam,2023,6235788
5019,Enzo Rossi,Netherlands,Centre-Forward,Leicester City,2023,3156352
5020,Sven Muller,Brazil,Left Winger,Leicester City,2024,7921652
5021,Diogo Muller,France,Attacking Midfield,FC Barcelona,2024,32850177
5022,Sven Schmidt,Spain,Left Winger,Leicester City,2022,3471526
5023,Liam Jones,Brazil,Left Winger,Villarreal CF,2024,7363881
5024,Kai Jones,Brazil,Defensive Midfield,Ajax Amsterdam,2024,6126379
5025,Arthur Silva,Brazil,Left Winger,Everton FC,2023,4113338
5026,Javier Rossi,Brazil,Right Winger,Inter Milan,2023,17808448
5027,Javier Garcia,Argentina,Left Winger,Crystal Palace,2023,1550840
5028,Sven Costa,Spain,Defensive Midfield,Tottenham Hotspur,2022,9750848
5029,Kai Garcia,Spain,Right Winger,Leicester City,2022,7378565
5030,Leo Jones,Brazil,Left Winger,Arsenal FC,2024,32006708
5031,Owen Brown,France,Central Midfield,Tottenham Hotspur,2023,14576118
5032,Ben Jones,Colombia,Left Winger,West Ham United,2022,16064450
5033,Kai Muller,France,Right Winger,Paris Saint-Germain,2024,31164922
5034,Owen Silva,Germany,Central Midfield,Man United,2022,20830859
5035,Arthur Garcia,France,Goalkeeper,AC Milan,2022,10103720
5036,Florian Williams,England,Left Winger,Man City,2023,18838410
5037,Arthur Silva,France,Attacking Midfield,Everton FC,2023,5555652
5038,Owen Bakker,Italy,Right-Back,Chelsea FC,2022,27033259
5039,Leo Silva,England,Right-Back,Ajax Amsterdam,2024,4586114
5040,Javier Garcia,Wales,Central Midfield,Ajax Amsterdam,2024,3694352
5041,Antonio Brown,Italy,Centre-Forward,AS Roma,2023,10267166
5042,Arthur Brown,France,Goalkeeper,Villarreal CF,2022,2938628
5043,Owen Bakker,Brazil,Centre-Back,Bayer 04 Leverkusen,2023,2740769
5044,Hugo Schmidt,Italy,Centre-Forward,Tottenham Hotspur,2022,14826890
5045,Leo Muller,Spain,Left Winger,RB Leipzig,2022,15741810
5046,Kai Silva,Uruguay,Left-Back,Man United,2022,47342553
5047,Kai Rossi,France,Central Midfield,Leicester City,2023,6982163
5048,Mateo Fernandez,Brazil,Central Midfield,Aston Villa,2023,3461226
5049,Liam Garcia,France,Right Winger,Arsenal FC,2022,16380501
5050,Owen Dubois,Netherlands,Right Winger,Aston Villa,2024,4648150
5051,Owen Jones,Spain,Attacking Midfield,Arsenal FC,2022,25189867
5052,Leo Williams,Colombia,Goalkeeper,Sevilla FC,2023,6099809
5053,Liam Fernandez,Argentina,Goalkeeper,Olympique Lyon,2023,7195517
5054,Florian Rossi,Germany,Right-Back,Ajax Amsterdam,2023,6750569
5055,Sven Silva,England,Goalkeeper,Bayern Munich,2023,30792748
5056,Liam Santos,Croatia,Attacking Midfield,Real Sociedad,2024,1225909
5057,Sven Silva,Spain,Left Winger,Borussia Dortmund,2024,13353055
5058,Ben Brown,England,Central Midfield,Olympique Marseille,2022,7231253
5059,Antonio Schmidt,France,Defensive Midfield,AS Roma,2022,7862176
5060,Enzo Rossi,Portugal,Right-Back,AC Milan,2023,17687679
5061,Sven Jones,Argentina,Right-Back,Sevilla FC,2022,11639663
5062,Ben Fernandez,Italy,Attacking Midfield,Sevilla FC,2022,17595723
5063,Hugo Muller,Germany,Left Winger,AC Milan,2023,20618339
5064,Arthur Brown,Argentina,Attacking Midfield,Villarreal CF,2024,2637438
5065,Hugo Brown,France,Left Winger,SSC Napoli,2023,16842023
5066,Diogo Costa,Netherlands,Right Winger,Bayer 04 Leverkusen,2023,10660286
5067,Mateo Garcia,Senegal,Right Winger,Arsenal FC,2022,21898607
5068,Antonio Williams,Portugal,Attacking Midfield,Crystal Palace,2022,4988487
5069,Owen Bakker,France,Right Winger,Man United,2023,51143532
5070,Liam Garcia,Portugal,Attacking Midfield,Bayer 04 Leverkusen,2023,5983565
5071,Hugo Dubois,Brazil,Centre-Back,Man United,2023,40914377
5072,Sven Muller,Uruguay,Right-Back,AC Milan,2023,18993768
5073,Kai Rossi,Brazil,Left Winger,RB Leipzig,2023,21080202
5074,Liam Williams,Brazil,Central Midfield,Crystal Palace,2022,1689816
5075,Antonio Garcia,Brazil,Central Midfield,Inter Milan,2023,29467714
5076,Hugo Costa,Netherlands,Centre-Forward,Everton FC,2023,2553691
5077,Kai Williams,England,Left-Back,Arsenal FC,2024,25735671
5078,Diogo Muller,England,Centre-Back,Borussia Dortmund,2022,14138787
5079,Leo Garcia,Germany,Centre-Forward,AC Milan,2024,12208471
5080,Florian Silva,Germany,Central Midfield,AC Milan,2022,6838893
5081,Ben Schmidt,England,Defensive Midfield,AC Milan,2023,6826367
5082,Sven Brown,Portugal,Left-Back,SL Benfica,2023,11456271
5083,Javier Costa,England,Defensive Midfield,Real Madrid,2022,21423526
5084,Kai Santos,Germany,Centre-Forward,Man City,2022,61050753
5085,Ben Fernandez,Portugal,Goalkeeper,AC Milan,2022,7475811
5086,Mateo Fernandez,Netherlands,Central Midfield,Ajax Amsterdam,2023,11325328
5087,Hugo Silva,England,Centre-Forward,RB Leipzig,2022,22365163
5088,Florian Brown,Germany,Left Winger,Man United,2023,23172745
5089,Florian Rossi,Argentina,Attacking Midfield,Crystal Palace,2024,3995047
5090,Owen Jones,Italy,Centre-Back,Atlético de Madrid,2022,10982604
5091,Hugo Williams,Brazil,Left Winger,Real Sociedad,2024,7512768
5092,Antonio Garcia,Germany,Centre-Back,Olympique Lyon,2022,1976443
5093,Mateo Brown,Portugal,Right Winger,Leicester City,2022,6035396
5094,Mateo Dubois,Brazil,Right Winger,AS Roma,2024,5926504
5095,Mateo Williams,Italy,Centre-Forward,SSC Napoli,2024,22105924
5096,Kai Schmidt,Brazil,Attacking Midfield,Ajax Amsterdam,2022,13802399
5097,Liam Costa,Netherlands,Centre-Back,Tottenham Hotspur,2022,11005522
5098,Ben Bakker,Portugal,Defensive Midfield,Real Sociedad,2023,2659471
5099,Enzo Rossi,England,Goalkeeper,Chelsea FC,2022,32130947
5100,Florian Silva,Portugal,Left-Back,FC Porto,2023,7737982
5101,Antonio Jones,Italy,Right Winger,Ajax Amsterdam,2022,13364469
5102,Hugo Dubois,Wales,Right-Back,West Ham United,2024,7313303
5103,Javier Muller,France,Left-Back,Paris Saint-Germain,2022,44561310
5104,Mateo Fernandez,Spain,Left Winger,Villarreal CF,2022,4276022
5105,Enzo Silva,Argentina,Defensive Midfield,Ajax Amsterdam,2023,11841506
5106,Javier Muller,Italy,Right Winger,AS Roma,2024,8515687
5107,Ben Schmidt,Netherlands,Central Midfield,SSC Napoli,2024,18565643
5108,Leo Silva,Netherlands,Centre-Forward,Bayern Munich,2023,50621113
5109,Mateo Silva,England,Goalkeeper,Sevilla FC,2023,13894555
5110,Florian Santos,Uruguay,Left-Back,FC Barcelona,2024,19944273
5111,Liam Schmidt,Portugal,Central Midfield,SSC Napoli,2022,7579573
5112,Owen Muller,France,Left-Back,Sevilla FC,2023,10185960
5113,Kai Bakker,Argentina,Right-Back,Paris Saint-Germain,2023,28449960
5114,Mateo Garcia,England,Left Winger,FC Barcelona,2022,30425725
5115,Kai Dubois,France,Centre-Forward,AS Roma,2024,13741753
5116,Antonio Schmidt,Germany,Attacking Midfield,Paris Saint-Germain,2022,60702449
5117,Kai Brown,Italy,Right-Back,Man City,2023,22856821
5118,Ben Williams,Brazil,Left-Back,SSC Napoli,2023,19353619
5119,Florian Santos,Germany,Defensive Midfield,Real Madrid,2023,34702693
5120,Javier Muller,Germany,Centre-Forward,Ajax Amsterdam,2022,13513192
5121,Ben Fernandez,Brazil,Centre-Forward,Chelsea FC,2022,35721945
5122,Ben Silva,Germany,Right-Back,Liverpool FC,2023,28028225
5123,Leo Dubois,Uruguay,Right Winger,FC Porto,2024,2568684
5124,Javier Costa,Brazil,Attacking Midfield,Borussia Dortmund,2023,15212449
5125,Diogo Silva,Netherlands,Attacking Midfield,Inter Milan,2023,23482114
5126,Enzo Bakker,Italy,Centre-Forward,Juventus FC,2024,24850275
5127,Florian Brown,Spain,Right-Back,Crystal Palace,2022,2678708
5128,Sven Jones,Portugal,Left Winger,Leicester City,2024,771363
5129,Arthur Muller,Argentina,Right-Back,Olympique Marseille,2022,6271900
5130,Sven Garcia,Brazil,Attacking Midfield,RB Leipzig,2023,9071176
5131,Liam Dubois,France,Attacking Midfield,FC Porto,2024,11604027
5132,Sven Silva,Spain,Left Winger,Leicester City,2023,4917635
5133,Diogo Costa,Portugal,Right-Back,SL Benfica,2023,12777334
5134,Leo Jones,England,Right Winger,Arsenal FC,2022,39363922
5135,Kai Jones,Italy,Right-Back,Juventus FC,2024,16126655
5136,Hugo Williams,Argentina,Central Midfield,Man United,2022,33715457
5137,Antonio Silva,Spain,Left-Back,SL Benfica,2022,4257128
5138,Florian Dubois,Brazil,Left Winger,AS Roma,2022,14426306
5139,Leo Santos,Argentina,Centre-Back,FC Porto,2022,9520495
5140,Javier Costa,France,Left Winger,Juventus FC,2023,18913374
5141,Javier Silva,Italy,Goalkeeper,Aston Villa,2023,3214325
5142,Ben Costa,Portugal,Right-Back,Paris Saint-Germain,2024,19977371
5143,Diogo Santos,Germany,Centre-Forward,Chelsea FC,2024,20620630
5144,Florian Silva,Spain,Central Midfield,Everton FC,2023,847949
5145,Enzo Dubois,Croatia,Central Midfield,AC Milan,2023,10441108
5146,Hugo Brown,Croatia,Goalkeeper,SL Benfica,2024,11656044
5147,Liam Brown,Portugal,Defensive Midfield,Olympique Marseille,2022,1103633
5148,Hugo Bakker,Portugal,Left-Back,Tottenham Hotspur,2024,13440321
5149,Enzo Garcia,Portugal,Central Midfield,Sevilla FC,2024,5879996
5150,Antonio Fernandez,England,Central Midfield,Arsenal FC,2023,20732259
5151,Owen Silva,England,Defensive Midfield,Borussia Dortmund,2024,9673059
5152,Arthur Williams,Belgium,Central Midfield,Crystal Palace,2024,3988446
5153,Ben Costa,Italy,Goalkeeper,FC Barcelona,2023,23416534
5154,Liam Rossi,Portugal,Right Winger,Paris Saint-Germain,2024,45709675
5155,Hugo Brown,France,Left-Back,RB Leipzig,2024,8901177
5156,Sven Dubois,France,Centre-Forward,RB Leipzig,2023,17085185
5157,Kai Santos,Germany,Centre-Forward,Tottenham Hotspur,2023,23193596
5158,Hugo Rossi,Netherlands,Central Midfield,Inter Milan,2022,21890601
5159,Enzo Fernandez,Spain,Central Midfield,SL Benfica,2023,3353631
5160,Kai Garcia,Italy,Central Midfield,Olympique Lyon,2023,7078858
5161,Mateo Fernandez,Belgium,Right-Back,Man United,2022,34287843
5162,Kai Dubois,Brazil,Centre-Back,Chelsea FC,2024,16922479
5163,Sven Rossi,Uruguay,Attacking Midfield,SL Benfica,2023,9193852
5164,Antonio Costa,Brazil,Centre-Forward,Borussia Dortmund,2024,15029992
5165,Sven Bakker,Colombia,Attacking Midfield,RB Leipzig,2023,13383618
5166,Arthur Rossi,Italy,Centre-Forward,Leicester City,2024,665463
5167,Enzo Williams,France,Defensive Midfield,FC Barcelona,2024,15682917
5168,Liam Muller,Brazil,Left-Back,Bayer 04 Leverkusen,2022,7047612
5169,Diogo Brown,Argentina,Attacking Midfield,SL Benfica,2023,13039249
5170,Kai Jones,Belgium,Centre-Forward,AS Roma,2023,12520478
5171,Enzo Williams,Germany,Defensive Midfield,Ajax Amsterdam,2022,12370947
5172,Florian Fernandez,Spain,Central Midfield,Atlético de Madrid,2022,32368503
5173,Enzo Garcia,Netherlands,Central Midfield,Chelsea FC,2022,13864340
5174,Hugo Fernandez,Wales,Goalkeeper,Leicester City,2023,2955538
5175,Antonio Williams,Italy,Left-Back,SL Benfica,2022,2532462
5176,Hugo Silva,Brazil,Right Winger,Crystal Palace,2022,4098687
5177,Enzo Garcia,England,Attacking Midfield,Chelsea FC,2022,14886417
5178,Ben Jones,Belgium,Left-Back,Chelsea FC,2023,28684031
5179,Liam Rossi,Germany,Right-Back,Chelsea FC,2023,14805454
5180,Mateo Santos,Germany,Left-Back,West Ham United,2022,7874005
5181,Mateo Jones,Portugal,Right Winger,Bayern Munich,2024,52601627
5182,Leo Schmidt,Argentina,Right Winger,Ajax Amsterdam,2023,4459048
5183,Florian Rossi,Spain,Centre-Back,Atlético de Madrid,2024,23226245
5184,Antonio Garcia,Croatia,Left-Back,Sevilla FC,2024,16291869
5185,Arthur Santos,Brazil,Left Winger,Real Sociedad,2024,4279001
5186,Sven Rossi,Belgium,Central Midfield,Chelsea FC,2023,25485424
5187,Arthur Muller,England,Defensive Midfield,SSC Napoli,2022,6184662
5188,Diogo Fernandez,England,Right-Back,FC Porto,2024,6833294
5189,Arthur Muller,England,Defensive Midfield,Sevilla FC,2022,7572816
5190,Liam Williams,Germany,Centre-Forward,Chelsea FC,2023,38780099
5191,Diogo Fernandez,Spain,Centre-Back,Real Madrid,2024,45307137
5192,Owen Williams,Brazil,Right Winger,Villarreal CF,2023,1810402
5193,Diogo Silva,England,Right-Back,Borussia Dortmund,2024,17434203
5194,Florian Jones,Germany,Central Midfield,SL Benfica,2024,4896386
5195,Antonio Brown,Germany,Right Winger,Aston Villa,2024,3221290
5196,Diogo Brown,Spain,Left-Back,Bayer 04 Leverkusen,2024,4090926
5197,Sven Costa,Netherlands,Left Winger,Aston Villa,2022,2628219
5198,Arthur Brown,Wales,Left Winger,SSC Napoli,2024,16138225
5199,Enzo Jones,France,Defensive Midfield,Inter Milan,2022,32390137
5200,Ben Silva,Spain,Centre-Back,West Ham United,2023,10820506
5201,Arthur Costa,Netherlands,Central Midfield,Atlético de Madrid,2023,20733497
5202,Javier Garcia,France,Right Winger,AC Milan,2022,21448157
5203,Owen Bakker,Colombia,Goalkeeper,Ajax Amsterdam,2024,10522172
5204,Leo Garcia,Italy,Central Midfield,Juventus FC,2022,12740873
5205,Diogo Muller,Netherlands,Right-Back,Leicester City,2022,5060357
5206,Antonio Schmidt,France,Defensive Midfield,Sevilla FC,2024,5592410
5207,Liam Santos,Germany,Left Winger,Ajax Amsterdam,2022,8652538
5208,Sven Brown,England,Attacking Midfield,FC Barcelona,2024,17966964
5209,Liam Brown,Portugal,Goalkeeper,Olympique Lyon,2022,2514280
5210,Owen Fernandez,France,Defensive Midfield,Liverpool FC,2022,44044934
5211,Diogo Fernandez,Germany,Right-Back,Ajax Amsterdam,2024,11841786
5212,Hugo Santos,England,Central Midfield,Man City,2023,20518744
5213,Owen Brown,Germany,Central Midfield,FC Porto,2023,4500887
5214,Antonio Dubois,Portugal,Right-Back,RB Leipzig,2024,5912801
5215,Liam Jones,Germany,Central Midfield,Man City,2024,30832591
5216,Kai Bakker,England,Centre-Forward,RB Leipzig,2024,20519033
5217,Antonio Muller,England,Central Midfield,Liverpool FC,2023,43480311
5218,Kai Rossi,France,Central Midfield,Olympique Marseille,2024,8307856
5219,Mateo Santos,England,Goalkeeper,West Ham United,2024,9126526
5220,Owen Garcia,Spain,Attacking Midfield,AS Roma,2022,8401578
5221,Enzo Fernandez,Spain,Goalkeeper,Man City,2022,38134146
5222,Owen Brown,Spain,Centre-Forward,Liverpool FC,2024,40711581
5223,Sven Costa,Germany,Central Midfield,SL Benfica,2022,8974333
5224,Enzo Jones,Nigeria,Right-Back,Man City,2022,38231244
5225,Antonio Brown,Netherlands,Right-Back,FC Porto,2022,6309736
5226,Mateo Brown,Nigeria,Right-Back,AC Milan,2022,11900768
5227,Arthur Brown,Brazil,Centre-Forward,Aston Villa,2022,3551991
5228,Javier Williams,Italy,Defensive Midfield,Sevilla FC,2024,6595005
5229,Enzo Brown,Italy,Left-Back,West Ham United,2024,8377119
5230,Ben Schmidt,Portugal,Defensive Midfield,Villarreal CF,2024,3512702
5231,Hugo Garcia,Spain,Left-Back,Olympique Marseille,2022,1302077
5232,Antonio Santos,France,Right-Back,FC Barcelona,2023,31713387
5233,Kai Williams,Portugal,Left Winger,SL Benfica,2022,12834445
5234,Kai Muller,Argentina,Central Midfield,Paris Saint-Germain,2024,30073701
5235,Mateo Bakker,Brazil,Defensive Midfield,Inter Milan,2023,13746515
5236,Owen Garcia,Spain,Attacking Midfield,Crystal Palace,2022,2220744
5237,Ben Costa,Spain,Goalkeeper,Liverpool FC,2022,36827311
5238,Kai Schmidt,Italy,Defensive Midfield,SSC Napoli,2022,16244014
5239,Enzo Silva,Italy,Goalkeeper,Paris Saint-Germain,2022,37078100
5240,Liam Silva,Germany,Centre-Back,AC Milan,2022,13519878
5241,Kai Fernandez,Argentina,Centre-Back,AC Milan,2023,18026685
5242,Hugo Costa,Brazil,Goalkeeper,Bayer 04 Leverkusen,2022,3005259
5243,Arthur Costa,Italy,Right Winger,Olympique Marseille,2022,1438393
5244,Florian Costa,Germany,Centre-Back,Olympique Lyon,2023,7378279
5245,Ben Garcia,France,Right Winger,AS Roma,2024,12896417
5246,Kai Silva,Germany,Central Midfield,Bayer 04 Leverkusen,2024,2504533
5247,Hugo Fernandez,England,Centre-Forward,FC Barcelona,2022,23543199
